Address,Age,City,Education,Employment,Fertility,FirstName,FullName,Gender,HairColor,Height,LastName,MiddleI,Race,Salary,State,Weight,Zip
5724 E. Main Street,30,Buffalo,MAS,L,1,Farah,Farah M. Watson,F,Black,65.35,Watson,M.,B,44.07,NY,190,62649
3581 W. Clarke Blvd.,47,Olympus,HS,H,2,Rebecca,Rebecca L. Burns,F,Brown,67.65,Burns,L.,W,57.72,VA,167,35186
3866 E. 91st Street,28,Valyria,2YD,H,2,Latasia,Latasia L. Johnson,F,Black,65.2,Johnson,L.,B,50.7,VA,192,35297
5525 E. Holton Avenue,30,River West,4YD,S,2,Carrie,Carrie G. Roberts,F,Brown,62.4,Roberts,G.,W,45.63,SC,131,13739
262 S. 84th Street,55,Dawnstar,4YD,U,0,Querida,Querida E. Cabrera,F,Black,62.4,Cabrera,E.,H,56.160000000000004,NJ,157,82683
7668 W. Arthur Road,73,New York,2YD,H,2,Christian,Christian C. Taylor,M,Brown,71.27,Taylor,C.,W,74.0,NY,144,63349
559 S. Washington Avenue,20,Sacramento,GS,S,2,Gerardokannon,Gerardokannon D. Baker,M,Red,72.87,Baker,D.,W,65.0,CA,188,83023
8934 N. Hill Blvd.,68,Lakeview,PHD,L,2,Laura,Laura L. Myers,F,Blonde,60.24,Myers,L.,W,49.92,MN,161,94374
6259 S. Garfield Road,37,Sacramento,MAS,E,0,Darleen,Darleen L. Richardson,F,Black,61.33,Richardson,L.,W,50.7,CA,114,18148
4966 S. Becher Street,27,Braavos,HS,S,2,Cynthia,Cynthia M. Moore,F,Red,68.87,Moore,M.,W,39.78,MT,163,70860
7456 N. Lake Street,52,Gotham,2YD,E,2,Clara,Clara C. Alexander,F,Brown,64.62,Alexander,C.,W,44.07,MN,142,69414
7092 E. 84th Blvd.,39,Mordor,HS,S,2,Stacy,Stacy I. Barnes,F,Red,70.33,Barnes,I.,W,45.63,NH,124,42076
785 N. Hill Blvd.,18,Thundera,GS,H,2,Amaranta,Amaranta L. Aguirre,F,Black,64.51,Aguirre,L.,H,48.36,MA,158,83933
9682 E. Holton Avenue,30,Gotham,4YD,L,2,Carolyn,Carolyn A. Hill,F,Red,69.57,Hill,A.,W,57.72,OK,151,46889
6155 E. Washington Street,37,Chico,2YD,E,0,Gene,Gene W. Myers,M,Black,67.77,Myers,W.,W,71.0,CA,152,72744
7701 S. Clarke Street,43,Westworld,MAS,C,3,Tara,Tara L. Adams,F,Blonde,60.75,Adams,L.,W,57.330000000000005,CO,127,13862
8308 N. Chambers Street,44,Bedrock,2YD,E,0,Adam,Adam J. Sanders,M,Blonde,66.38,Sanders,J.,W,60.0,NH,160,13660
5840 N. Hill Street,73,Braavos,PHD,E,0,Annette,Annette M. Lewis,F,Blonde,65.77,Lewis,M.,W,56.160000000000004,MA,132,78980
538 E. Washington Avenue,30,Chico,2YD,L,2,Sergio,Sergio E. Patterson,M,Black,67.0,Patterson,E.,W,73.5,CA,170,17851
5523 E. Arthur Road,59,Epicburg,PHD,H,3,Cheryl,Cheryl N. Olson,F,Blonde,65.12,Olson,N.,W,55.38,KS,145,70570
6895 N. 17th Street,34,Sunnydale,GS,E,4,Tanner,Tanner G. Alexander,M,Blonde,69.85,Alexander,G.,W,71.0,IL,184,32564
6160 N. 34 Street,67,Sunnydale,4YD,L,1,Clara,Clara J. Brooks,F,Brown,68.66,Brooks,J.,W,39.78,CT,188,80335
5836 N. Cedar Avenue,26,Sacramento,HS,E,2,Lloyd,Lloyd D. King,M,Red,65.98,King,D.,W,73.5,CA,181,76477
3986 W. National Avenue,55,Blackwater,MAS,U,2,Caitlyn,Caitlyn N. Morgan,F,Blonde,65.84,Morgan,N.,W,57.72,NH,125,67182
3750 W. Lake Road,63,Faketown,2YD,H,0,Eric,Eric D. Owens,M,Brown,68.95,Owens,D.,W,62.0,AZ,185,28774
4478 S. Pine Blvd.,74,Buffalo,4YD,E,1,Charlotte,Charlotte L. Ross,F,Black,63.54,Ross,L.,W,47.58,NY,147,45334
6842 E. Washington Street,27,Dawnstar,2YD,L,1,Ty,Ty W. Roberts,M,Brown,69.65,Roberts,W.,W,63.5,NC,172,66821
5745 N. Washington Avenue,59,Blackwater,PHD,H,1,Ethan,Ethan R. Daniels,M,Black,68.98,Daniels,R.,B,60.0,NC,173,92454
1893 W. Becker Blvd.,31,Olympus,GS,S,1,Fay,Fay D. Robinson,F,Black,68.52,Robinson,D.,W,56.160000000000004,OH,160,93293
9602 E. Oak Street,33,Chico,HS,U,1,John,John A. Taylor,M,Black,70.93,Taylor,A.,W,73.5,CA,186,61157
9388 N. Lake Avenue,54,Westworld,GS,S,2,Avery,Avery J. Russell,M,Brown,68.78,Russell,J.,W,55.0,NH,192,58676
8677 S. Oak Road,40,Faketown,PHD,U,6,Washi,Washi A. Khan,F,Black,63.64,Khan,A.,O,39.0,VA,128,55987
7561 W. 84th Blvd.,20,Thundera,GS,C,0,Melvin,Melvin J. Williams,M,Brown,70.2,Williams,J.,W,64.0,PA,237,88047
8911 N. Cedar Avenue,29,Faketown,HS,H,2,Charlotte,Charlotte L. Watkins,F,Black,59.12,Watkins,L.,B,46.800000000000004,NE,184,60406
1426 E. Becher Street,61,Oldtown,2YD,C,2,Willie,Willie F. Butler,M,Blonde,74.27,Butler,F.,W,55.0,CO,150,70443
7786 W. 75th Blvd.,28,Metropolis,HS,H,1,Edwin,Edwin C. Richardson,M,Brown,60.26,Richardson,C.,W,74.0,LA,142,76659
1543 E. 91st Street,73,Metropolis,PHD,E,0,Amanda,Amanda N. Russell,F,Black,64.81,Russell,N.,W,42.9,NC,163,59025
4688 W. Pearl Road,58,Bedrock,GS,S,2,Edwin,Edwin J. Allen,M,Brown,68.98,Allen,J.,W,61.0,PA,205,88857
6177 E. 75th Street,22,Los Angeles,HS,L,1,Hazel,Hazel A. Bailey,F,Black,65.89,Bailey,A.,W,42.9,CA,150,96835
395 E. Oak Road,36,Oldtown,4YD,C,1,Pauline,Pauline A. Cooper,F,Brown,61.82,Cooper,A.,W,42.9,WA,115,12207
6840 W. Oak Road,70,Fort Myers,4YD,L,0,Jonah,Jonah J. Mcdonald,M,Blonde,74.75,Mcdonald,J.,W,61.0,FL,141,27216
7748 S. GreenField Avenue,23,Springfield,GS,L,1,Melinda,Melinda E. Russell,F,Brown,62.23,Russell,E.,W,50.7,OR,171,91190
3284 S. Becher Road,56,New York,GS,C,1,Nadiya,Nadiya N. Chow,F,Black,64.28,Chow,N.,O,44.07,NY,140,95193
2146 E. Washington Avenue,45,Smalltown,4YD,C,1,Dale,Dale G. Jackson,M,Black,64.72,Jackson,G.,W,71.0,MS,147,67239
7185 S. 84th Street,53,Blackwater,2YD,U,2,Marion,Marion A. Rogers,F,Blonde,58.04,Rogers,A.,W,53.43,VA,157,33553
1145 N. 95th Street,51,Balmora,HS,E,0,Wilma,Wilma B. West,F,Brown,62.55,West,B.,W,55.38,PA,139,34772
5665 S. Elm Road,62,Valyria,2YD,U,3,Catherine,Catherine M. Ellis,F,Brown,68.36,Ellis,M.,W,42.9,NC,150,52435
4491 W. Lake Street,54,Buffalo,GS,U,3,Dalton,Dalton R. Stevens,M,Blonde,65.22,Stevens,R.,W,53.0,NY,144,76813
8023 E. Washington Street,55,Atlantis,GS,E,1,Gina,Gina H. Hall,F,Brown,57.86,Hall,H.,W,49.53,HI,197,23916
1110 S. Lake Avenue,76,New York,MAS,H,2,Edwin,Edwin C. Wilson,M,Blonde,71.36,Wilson,C.,W,51.0,NY,189,61128
465 W. Elm Road,50,New York,HS,E,4,Christina,Christina A. Cox,F,Blonde,61.19,Cox,A.,W,56.160000000000004,NY,165,14647
8203 W. Oak Blvd.,53,Madison,PHD,U,1,Alberta,Alberta H. Clark,F,Brown,63.1,Clark,H.,W,44.85,WI,115,54981
1076 E. 34 Blvd.,64,Lakeview,PHD,S,0,Herbert,Herbert J. Smith,M,Brown,65.48,Smith,J.,W,74.0,SC,205,15500
9056 W. 84th Blvd.,33,Eerie,4YD,S,1,Mark,Mark J. Burns,M,Brown,66.7,Burns,J.,W,55.0,KY,202,74061
3246 W. GreenField Avenue,47,Metropolis,HS,C,3,Lillie,Lillie J. Peters,F,Brown,65.4,Peters,J.,W,57.72,AL,168,53647
6955 E. National Avenue,36,Buffalo,PHD,C,1,Colin,Colin R. Adams,M,Brown,67.84,Adams,R.,W,63.5,NY,167,51081
378 W. 84th Street,34,Lander,PHD,E,1,Elizabeth,Elizabeth E. Cole,F,Red,67.06,Cole,E.,W,49.92,FL,123,83595
6933 E. Lake Street,29,Springfield,HS,C,1,Kase,Kase S. Schmidt,M,Black,62.33,Schmidt,S.,W,73.5,SD,153,69116
3521 N. 95th Street,72,Epicburg,PHD,S,1,Nancy,Nancy J. Wells,F,Blonde,65.2,Wells,J.,W,47.58,SC,131,59878
446 W. Hill Road,75,Blackwater,2YD,U,3,Laura,Laura J. Taylor,F,Brown,65.88,Taylor,J.,W,57.330000000000005,OH,124,90049
4524 E. Washington Street,70,Midland,HS,E,2,Colin,Colin J. Myers,M,Blonde,69.31,Myers,J.,W,50.0,TX,154,39480
4590 S. 84th Blvd.,73,Balmora,PHD,S,1,Abigail,Abigail A. Clark,F,Black,63.51,Clark,A.,W,49.92,VA,166,79883
811 N. Oak Road,45,Gotham,PHD,H,2,Shawnte,Shawnte D. Clark,M,Black,73.17,Clark,D.,B,62.0,IL,176,53232
6926 S. 95th Street,23,Waco,2YD,U,2,Angela,Angela M. Graham,F,Brown,68.53,Graham,M.,W,46.800000000000004,TX,213,46878
9624 E. 34 Street,56,Blackwater,GS,C,0,Maximiliano,Maximiliano J. Gonzalez,M,Black,64.66,Gonzalez,J.,H,50.0,VT,163,23028
7853 N. Becher Blvd.,42,Fresno,MAS,H,0,Karen,Karen C. Wallace,F,Brown,68.49,Wallace,C.,W,44.07,CA,145,76617
509 N. Washington Avenue,54,Oldtown,GS,C,3,Naoko,Naoko G. Yu,M,Black,62.23,Yu,G.,O,50.0,IL,195,87283
5309 N. Pine Road,56,Bedrock,4YD,C,0,Guangli,Guangli L. Chin,M,Black,71.92,Chin,L.,O,56.5,MN,190,51415
1632 E. Pine Road,74,Los Angeles,4YD,H,2,Don,Don L. Collins,M,Brown,65.73,Collins,L.,W,58.5,CA,191,41895
7612 W. Clarke Blvd.,25,New York,4YD,E,1,Jarrika,Jarrika M. Green,F,Black,63.86,Green,M.,B,44.07,NY,202,19512
2558 N. Holton Avenue,66,Braavos,2YD,E,1,Avery,Avery M. Fox,M,Brown,75.16,Fox,M.,W,56.5,IL,145,57542
2816 S. Park Road,65,Westworld,MAS,E,2,Abigail,Abigail L. Ward,F,Brown,60.87,Ward,L.,W,47.58,SD,132,96959
5400 N. 84th Street,65,South Park,4YD,C,0,Skyler,Skyler W. Peters,M,Blonde,74.07,Peters,W.,W,56.5,MT,171,44186
9142 S. Garfield Road,63,Waco,4YD,C,2,Ralph,Ralph F. Davis,M,Blonde,71.29,Davis,F.,W,50.0,TX,190,12683
7397 W. Pine Road,31,Vice City,GS,H,1,Deja,Deja B. Hunter,F,Black,65.04,Hunter,B.,B,57.72,KY,149,55918
430 S. Main Blvd.,46,Chico,2YD,S,0,Abraham,Abraham D. Watson,M,Brown,70.56,Watson,D.,W,68.5,CA,148,49641
3293 N. Pine Road,26,Springfield,2YD,U,6,Anabel,Anabel J. Jones,F,Black,62.34,Jones,J.,W,44.85,NC,137,13961
8348 N. Chambers Street,59,Bedrock,HS,H,2,Cameron,Cameron B. Johnston,F,Blonde,64.3,Johnston,B.,W,44.85,MI,160,25611
8480 W. Pearl Road,44,Faketown,2YD,L,3,Christopher,Christopher C. Lopez,M,Black,67.73,Lopez,C.,H,51.0,GA,209,27752
4897 S. Pine Street,65,Buffalo,GS,S,7,Linda,Linda C. James,F,Brown,58.05,James,C.,W,44.85,NY,134,61725
2336 W. Center Street,52,Blackwater,MAS,E,4,Tierra,Tierra B. Owens,F,Black,62.33,Owens,B.,B,48.36,VT,188,79317
6055 E. Elm Street,45,Vice City,MAS,C,0,Fay,Fay M. Brown,F,Brown,62.95,Brown,M.,W,49.53,HI,130,73565
5092 S. Townsend Road,67,Buffalo,4YD,H,2,Beth,Beth M. Parker,F,Brown,62.72,Parker,M.,W,56.160000000000004,NY,138,73385
9672 N. Pine Road,59,South Park,MAS,L,2,Audrey,Audrey G. Adams,F,Blonde,59.83,Adams,G.,W,57.330000000000005,WA,145,27244
7351 E. Cedar Road,39,Blackwater,GS,H,5,Eva,Eva M. Wood,F,Red,64.11,Wood,M.,W,42.9,AL,139,29538
4036 W. Arthur Road,54,New York,PHD,C,1,Gregory,Gregory D. Roberts,M,Brown,75.58,Roberts,D.,W,57.5,NY,164,30512
7234 W. Lake Avenue,30,Oldtown,PHD,H,0,Carol,Carol E. Wallace,F,Brown,66.73,Wallace,E.,W,39.0,NJ,190,47344
1147 S. Becher Street,23,Chico,GS,E,1,Andy,Andy T. Snyder,M,Brown,64.76,Snyder,T.,W,68.5,CA,193,76557
2442 S. Maple Street,30,Los Angeles,MAS,C,0,Rebeca,Rebeca M. Escobar,F,Black,72.07,Escobar,M.,H,48.36,CA,117,35221
5400 E. Cedar Road,51,Milwaukee,PHD,S,2,Tanya,Tanya G. Gray,F,Blonde,62.64,Gray,G.,W,46.800000000000004,WI,170,12168
5945 N. 91st Blvd.,76,Springfield,HS,L,5,Clayton,Clayton F. Russell,M,Black,59.55,Russell,F.,B,63.5,OH,187,28117
7195 S. Main Street,52,South Park,2YD,C,0,Brooke,Brooke A. Cole,F,Red,62.92,Cole,A.,W,44.85,SC,189,85751
7412 W. Washington Street,58,South Park,4YD,S,0,Caryne,Caryne J. Jenkins,F,Black,70.1,Jenkins,J.,B,39.78,CO,146,39421
582 N. Pine Street,30,Balmora,GS,H,1,Bonnie,Bonnie N. Jordan,F,Blonde,66.53,Jordan,N.,W,46.800000000000004,MT,123,84100
2684 S. Cedar Avenue,21,Oldtown,2YD,U,0,Connie,Connie M. Adams,F,Black,58.8,Adams,M.,W,42.9,GA,145,83834
2789 E. Oak Road,73,Faketown,MAS,U,2,Angelia,Angelia E. Fernandez,F,Black,62.29,Fernandez,E.,H,53.43,GA,133,62436
2168 E. Park Blvd.,55,River West,2YD,L,0,Claudia,Claudia M. Mcdonald,F,Blonde,63.8,Mcdonald,M.,W,45.63,SC,133,57907
2465 S. Oak Street,66,Buffalo,PHD,L,2,Anthony,Anthony L. Wilson,M,Brown,64.98,Wilson,L.,W,61.0,NY,152,72439
2397 S. Cedar Street,19,Atlantis,GS,C,1,Rafael,Rafael C. Hansen,M,Red,69.85,Hansen,C.,W,51.0,KY,187,86505
8694 W. Lake Road,67,Lakeview,PHD,U,2,Kayson,Kayson J. Cole,M,Blonde,69.49,Cole,J.,W,73.5,WV,190,16489
88 W. Becher Road,38,River West,MAS,U,2,Eugene,Eugene F. Green,M,Black,68.68,Green,F.,W,60.0,PA,199,39517
824 W. Cedar Blvd.,63,Smalltown,2YD,H,2,Sam,Sam J. Wagner,M,Black,65.1,Wagner,J.,W,72.0,NC,148,17944
2087 S. Hill Avenue,73,New York,PHD,L,2,Jacqueline,Jacqueline C. Fisher,F,Brown,62.15,Fisher,C.,W,39.78,NY,132,37970
7922 W. Washington Road,24,Bedrock,HS,S,1,Laura,Laura M. Schmidt,F,Blonde,59.67,Schmidt,M.,W,41.34,ME,162,78626
6455 S. Hill Avenue,18,Milwaukee,HS,C,2,Alphonse,Alphonse S. Washington,M,Black,69.91,Washington,S.,B,60.0,WI,181,71825
5629 N. Maple Street,65,Buffalo,PHD,C,2,Afonso,Afonso J. Romero,M,Black,62.59,Romero,J.,H,73.5,NY,164,77386
5152 E. Townsend Road,49,Sacramento,PHD,L,2,Kashton,Kashton F. Thomas,M,Black,70.25,Thomas,F.,W,72.0,CA,202,74039
4282 W. 17th Street,58,Dawnstar,GS,S,6,Cami,Cami J. Bailey,F,Black,66.15,Bailey,J.,W,39.0,KY,119,27717
6882 E. Becher Street,33,Buffalo,PHD,E,0,Bertha,Bertha A. West,F,Brown,67.91,West,A.,W,55.38,NY,141,65578
6115 S. 91st Street,54,Miami,HS,L,2,Cody,Cody D. Russell,M,Blonde,68.19,Russell,D.,W,68.5,FL,157,63273
8795 E. Cedar Road,26,Balmora,GS,S,1,Teresa,Teresa A. Smith,F,Black,68.69,Smith,A.,W,41.34,NV,147,68730
4529 E. Cedar Road,42,Smalltown,MAS,U,1,Allison,Allison J. Fisher,F,Brown,69.21,Fisher,J.,W,57.330000000000005,NM,161,20718
9158 N. Arthur Road,76,Thundera,PHD,S,1,Amanda,Amanda J. Murphy,F,Brown,62.28,Murphy,J.,W,56.160000000000004,VT,192,38567
2555 S. Oak Street,75,Faketown,GS,H,0,Donovan,Donovan C. Patterson,M,Black,63.42,Patterson,C.,W,72.0,MD,193,35653
25 S. Washington Road,61,Sunnydale,MAS,C,2,Verena,Verena H. Camacho,F,Black,62.66,Camacho,H.,H,39.78,KS,149,12400
2452 E. Washington Street,76,Valyria,GS,H,2,Juan,Juan J. Moore,M,Blonde,68.51,Moore,J.,W,72.0,AZ,177,64789
3501 W. Main Street,40,Fresno,4YD,H,0,Harold,Harold M. Anderson,M,Black,66.36,Anderson,M.,W,72.0,CA,152,72749
602 N. Oak Road,53,Atlantis,2YD,L,3,Bernardino,Bernardino T. Rivas,M,Black,71.62,Rivas,T.,H,55.0,AZ,149,66917
7899 W. National Avenue,23,Faketown,GS,C,3,Arlene,Arlene L. Smith,F,Black,60.99,Smith,L.,W,39.0,NC,118,52610
6518 S. Cedar Street,33,Metropolis,GS,S,1,Caitlyn,Caitlyn L. Sullivan,F,Blonde,61.94,Sullivan,L.,W,53.43,AK,179,50716
1439 W. Clarke Street,48,Dawnstar,PHD,E,2,Lawrence,Lawrence A. Mcdonald,M,Brown,70.44,Mcdonald,A.,W,60.0,MN,159,63004
2690 E. Pine Road,39,South Park,2YD,H,1,Adryan,Adryan S. Wilson,M,Black,69.08,Wilson,S.,B,74.0,NC,162,28312
627 S. Elm Street,21,New York,2YD,H,3,Ashley,Ashley M. Meyer,F,Blonde,66.93,Meyer,M.,W,47.58,NY,150,36649
4762 E. Arthur Street,25,Eerie,GS,U,2,Tracy,Tracy J. Burns,F,Brown,63.35,Burns,J.,W,49.92,WV,155,30726
7565 W. 75th Street,41,San Antonio,MAS,L,2,Lesia,Lesia M. Hawkins,F,Black,66.63,Hawkins,M.,B,57.330000000000005,TX,141,41687
3961 E. Park Road,59,King's Landing,4YD,L,2,Justin,Justin D. Marshall,M,Black,72.02,Marshall,D.,W,72.0,VT,160,11138
6271 N. Main Street,26,Sunnydale,GS,U,0,Eileen,Eileen G. Schmidt,F,Brown,67.39,Schmidt,G.,W,41.34,HI,155,16870
6555 E. 91st Blvd.,30,Winterfell,MAS,U,1,Aaron,Aaron W. Ross,M,Brown,66.36,Ross,W.,W,57.5,SC,142,84769
7785 W. 17th Street,76,Eerie,GS,S,2,Izanami,Izanami E. Li,F,Black,68.55,Li,E.,O,42.9,WY,171,39465
9435 N. 95th Blvd.,75,Miami,HS,C,0,Danielle,Danielle R. Harrison,F,Brown,68.75,Harrison,R.,W,49.92,FL,169,24320
5800 E. 95th Street,18,Vice City,GS,L,4,Claec,Claec C. Perry,M,Black,68.76,Perry,C.,B,63.5,NC,173,52284
6375 W. Holton Avenue,41,Midland,GS,E,3,Cynthia,Cynthia C. Taylor,F,Red,66.75,Taylor,C.,W,49.53,TX,153,61113
4025 E. Elm Street,65,Westworld,4YD,S,0,Vivian,Vivian G. Anderson,F,Black,69.07,Anderson,G.,B,46.800000000000004,LA,122,85804
4887 S. Park Road,26,Orlando,HS,S,3,Erik,Erik D. Murray,M,Blonde,70.57,Murray,D.,W,53.0,FL,171,51155
7248 N. GreenField Avenue,41,Fort Myers,PHD,L,1,Ricky,Ricky D. Cook,M,Blonde,68.25,Cook,D.,W,50.0,FL,158,32201
4965 N. Chambers Street,54,Braavos,HS,L,3,Hemakshi,Hemakshi H. Chan,F,Black,59.71,Chan,H.,O,53.43,NC,142,39711
2942 N. Wright Blvd.,58,Mordor,4YD,S,1,Anna,Anna A. Fox,F,Brown,68.74,Fox,A.,W,49.92,OR,133,93417
9275 S. 84th Street,36,Springfield,HS,S,0,Migisi,Migisi E. Price,M,Black,65.71,Price,E.,I,61.0,AR,176,84173
1998 S. GreenField Avenue,54,River West,HS,S,0,Christine,Christine L. Howard,F,Blonde,65.28,Howard,L.,W,45.63,LA,134,74034
9014 W. Pearl Blvd.,68,Dawnstar,2YD,S,3,Lisa,Lisa E. Myers,F,Brown,63.15,Myers,E.,W,50.7,VT,209,64836
5015 N. Main Street,44,Westworld,PHD,H,1,April,April A. Cooper,F,Brown,61.79,Cooper,A.,W,44.07,CO,118,84003
1672 S. 95th Street,63,Epicburg,GS,H,1,Baez,Baez A. Aguilar,F,Black,63.8,Aguilar,A.,H,44.07,ID,121,49868
6355 E. Park Street,52,Casper,4YD,S,2,Jack,Jack T. Cook,M,Black,64.45,Cook,T.,W,57.5,FL,181,62322
8482 W. Lake Street,46,Sacramento,GS,S,0,Erin,Erin M. Powell,F,Brown,60.08,Powell,M.,W,39.0,CA,122,59163
3862 E. Pine Road,69,Los Angeles,4YD,E,1,Bryan,Bryan W. Price,M,Blonde,71.47,Price,W.,W,55.0,CA,192,90961
31 E. 75th Blvd.,25,Gotham,GS,U,2,Whoopi,Whoopi B. Wright,F,Black,67.85,Wright,B.,B,48.36,LA,141,37297
6275 S. Becher Street,49,Fresno,GS,L,2,Bernadine,Bernadine M. Stevens,F,Brown,60.69,Stevens,M.,W,53.43,CA,175,48499
4624 N. Lake Avenue,59,Lakeview,2YD,H,3,Leon,Leon J. Hoffman,M,Brown,70.91,Hoffman,J.,W,71.0,PA,171,20574
7076 S. GreenField Avenue,52,River West,MAS,C,6,Yuichi,Yuichi J. Xu,M,Black,65.28,Xu,J.,O,64.0,IL,170,59624
3300 N. Maple Street,48,Blackwater,HS,C,1,Jackie,Jackie H. Wells,F,Red,62.92,Wells,H.,W,56.160000000000004,AZ,131,88592
2437 N. Washington Avenue,24,Valyria,2YD,U,0,Drew,Drew G. Miller,M,Red,68.14,Miller,G.,W,55.0,PA,195,12090
1846 E. Clarke Street,74,Madison,HS,E,0,Casim,Casim J. Powell,M,Black,73.16,Powell,J.,B,68.5,WI,193,50533
1566 W. 75th Blvd.,24,Lakeview,4YD,U,2,Hea,Hea D. Luu,M,Black,66.7,Luu,D.,O,57.5,KY,183,86805
4397 S. Becher Road,25,Olympus,HS,U,1,Jackie,Jackie L. Russell,F,Red,63.06,Russell,L.,W,44.07,TN,137,56704
972 N. 95th Street,32,Smalltown,HS,H,1,Andrew,Andrew S. Ross,M,Black,74.18,Ross,S.,B,56.5,GA,173,60498
5225 S. Cedar Street,50,Springfield,HS,L,0,Ashley,Ashley B. Johnston,F,Black,67.66,Johnston,B.,W,42.9,SD,128,29581
6952 E. Cedar Blvd.,67,San Antonio,2YD,E,1,Nancy,Nancy M. Bailey,F,Blonde,65.91,Bailey,M.,W,44.07,TX,180,17426
5454 N. 75th Street,34,Olympus,GS,S,2,Ronald,Ronald T. Henderson,M,Black,78.63,Henderson,T.,W,74.0,SC,183,46659
5381 W. Cedar Road,25,Balmora,2YD,U,2,Ronnie,Ronnie J. Cooper,M,Blonde,68.39,Cooper,J.,W,53.0,WA,198,54726
7712 N. Lake Street,35,Buffalo,HS,H,4,Shyamal,Shyamal G. Turner,M,Black,70.44,Turner,G.,B,53.0,NY,193,80514
2379 S. Chambers Street,45,Dawnstar,HS,S,1,Laura,Laura N. Griffin,F,Blonde,64.27,Griffin,N.,W,57.72,WY,145,93442
2438 N. Park Street,70,Braavos,GS,S,1,Joann,Joann L. Hill,F,Brown,67.05,Hill,L.,W,44.85,LA,141,25175
1770 S. Washington Street,62,New York,HS,E,2,Joshua,Joshua A. Pfeifer,M,Brown,77.39,Pfeifer,A.,W,57.5,NY,193,76688
984 S. Park Road,20,River West,2YD,L,0,Corey,Corey M. Meyer,M,Brown,72.5,Meyer,M.,W,55.0,HI,187,52893
9529 N. Cedar Avenue,56,Atlantis,MAS,L,3,Brody,Brody F. Patterson,M,Brown,70.16,Patterson,F.,W,65.0,MT,251,50789
3966 W. Lake Road,73,River West,PHD,U,4,Michelle,Michelle E. Alexander,F,Black,62.02,Alexander,E.,W,53.43,LA,155,33612
2932 E. Cedar Road,18,Chico,HS,U,0,Kase,Kase D. Walker,M,Brown,70.84,Walker,D.,W,74.0,CA,155,14782
2229 N. Lake Avenue,58,Fresno,GS,E,3,Sergio,Sergio G. Hoffman,M,Black,65.61,Hoffman,G.,W,55.0,CA,252,73124
7178 E. Elm Street,29,Racine,4YD,U,2,Dean,Dean T. Murray,M,Brown,77.05,Murray,T.,W,72.0,WI,187,60801
3943 N. 75th Street,40,Vice City,4YD,L,2,Terrell,Terrell T. Simpson,M,Black,67.59,Simpson,T.,B,72.0,IL,200,32747
3475 E. Holton Avenue,55,Pythonville,GS,H,3,Joshua,Joshua E. Snyder,M,Brown,69.72,Snyder,E.,W,51.0,NC,182,82203
4235 S. 95th Blvd.,24,Atlantis,4YD,E,1,Lorraine,Lorraine E. James,F,Brown,67.78,James,E.,W,56.160000000000004,MN,122,74165
9218 E. Arthur Road,75,Valyria,HS,L,5,Bobby,Bobby E. Fisher,M,Red,70.3,Fisher,E.,W,58.5,RI,216,67330
5479 W. Becher Road,24,Tampa,2YD,S,2,Lynn,Lynn I. Stevens,F,Blonde,64.71,Stevens,I.,W,47.58,FL,119,36954
473 S. Clarke Street,59,Olympus,4YD,U,2,Kevin,Kevin C. Henderson,M,Blonde,73.43,Henderson,C.,W,57.5,HI,218,32199
7756 W. Arthur Road,75,Olympus,4YD,C,2,Jackie,Jackie H. Smith,F,Brown,62.18,Smith,H.,W,39.0,NC,120,43197
2129 W. Hill Avenue,50,Sunnydale,HS,S,2,Delores,Delores B. Phillips,F,Blonde,66.61,Phillips,B.,W,44.07,MI,177,17971
2692 N. Park Street,64,Gotham,GS,L,1,Vera,Vera N. Mcdonald,F,Brown,70.34,Mcdonald,N.,W,44.85,OK,172,77747
989 W. North Street,75,Pythonville,PHD,U,3,Arlo,Arlo J. Ronquillo,F,Black,63.07,Ronquillo,J.,H,46.800000000000004,NC,136,51953
4723 N. 34 Street,24,Braavos,HS,H,3,Gladys,Gladys M. Nichols,F,Brown,66.02,Nichols,M.,W,57.330000000000005,NC,192,59493
944 E. 34 Street,38,River West,4YD,C,2,Marquis,Marquis J. Hamilton,M,Black,68.67,Hamilton,J.,B,55.0,MO,192,68620
3222 E. Elm Road,67,Westworld,PHD,E,4,Reggis,Reggis G. Warren,M,Black,64.26,Warren,G.,B,60.0,LA,152,78879
7472 S. Holton Avenue,24,Epicburg,4YD,U,2,Bryson,Bryson L. Graham,M,Brown,70.65,Graham,L.,W,60.0,MI,209,51781
8708 E. Hill Street,55,Sunnydale,HS,C,0,Cheryl,Cheryl L. Henderson,F,Brown,61.49,Henderson,L.,W,48.36,MI,156,60891
5062 S. Becker Street,27,Chico,2YD,S,1,Amy,Amy H. Howard,F,Blonde,65.12,Howard,H.,W,53.43,CA,165,85627
7990 N. Pine Blvd.,68,Valyria,HS,S,0,Beatrice,Beatrice A. Perry,F,Brown,70.77,Perry,A.,W,46.800000000000004,NC,160,82901
6480 W. Washington Avenue,26,Olympus,GS,C,0,Paul,Paul C. Martin,M,Blonde,68.38,Martin,C.,W,61.0,GA,164,18099
4759 E. Arthur Street,73,Casper,GS,H,2,Arcus,Arcus C. Stewart,M,Black,64.94,Stewart,C.,B,56.5,FL,189,48240
9287 S. Oak Road,34,Westworld,2YD,U,4,Sandra,Sandra A. Long,F,Black,58.8,Long,A.,W,41.34,MN,209,91139
